Time [s/256],Respiration Rate (rpm),Breathing Volume (liters/min),Adjusted Breathing Volume (liters/min),Activity (g),Heart Rate (bpm),Stress Levels
434595232768.0,7.0,13612.0,12850.489510489517,0.0,84.0,0
434595233024.0,7.0,13612.0,12850.489510489517,0.0,85.0,0
434595233280.0,6.0,13612.0,12850.489510489517,0.0,86.0,0
434595233536.0,6.0,13612.0,12850.489510489517,0.0,85.0,0
434595233792.0,6.0,13612.0,12850.489510489517,0.0,85.0,0
434595234048.0,6.0,13612.0,12850.489510489517,0.0,86.0,0
434595234304.0,6.0,13612.0,12850.489510489517,0.0,89.0,0
434595234560.0,6.0,15192.32,14342.400000000009,0.015625,89.0,0
434595234816.0,7.0,15192.32,14342.400000000009,0.015625,89.0,0
434595235072.0,7.0,15192.32,14342.400000000009,0.015625,89.0,0
434595235328.0,7.0,15192.32,14342.400000000009,0.015625,90.0,0
434595235584.0,7.0,15192.32,14342.400000000009,0.0,90.0,0
434595235840.0,7.0,15192.32,14342.400000000009,0.015625,91.0,0
434595236096.0,7.0,15192.32,14342.400000000009,0.02734375,91.0,0
434595236352.0,7.0,15192.32,14342.400000000009,0.015625,90.0,0
434595236608.0,7.0,16493.76,15571.032167832178,0.015625,93.0,0
434595236864.0,7.0,16493.76,15571.032167832178,0.01953125,91.0,0
434595237120.0,7.0,16493.76,15571.032167832178,0.015625,92.0,0
434595237376.0,7.0,16493.76,15571.032167832178,0.0,92.0,0
434595237632.0,7.0,16493.76,15571.032167832178,0.015625,91.0,0
434595237888.0,7.0,16493.76,15571.032167832178,0.015625,91.0,0
434595238144.0,7.0,15046.24,14204.492307692317,0.015625,89.0,0
434595238400.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595238656.0,7.0,15046.24,14204.492307692317,0.0,84.0,0
434595238912.0,7.0,15046.24,14204.492307692317,0.0,83.0,0
434595239168.0,7.0,15046.24,14204.492307692317,0.0,82.0,0
434595239424.0,7.0,15046.24,14204.492307692317,0.0,82.0,0
434595239680.0,7.0,15046.24,14204.492307692317,0.015625,81.0,0
434595239936.0,7.0,15046.24,14204.492307692317,0.0,82.0,0
434595240192.0,7.0,15046.24,14204.492307692317,0.0,82.0,0
434595240448.0,7.0,15046.24,14204.492307692317,0.0,80.0,0
434595240704.0,7.0,15046.24,14204.492307692317,0.0,83.0,0
434595240960.0,7.0,15046.24,14204.492307692317,0.0,82.0,0
434595241216.0,7.0,15046.24,14204.492307692317,0.0,82.0,0
434595241472.0,7.0,15046.24,14204.492307692317,0.0,83.0,0
434595241728.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595241984.0,7.0,15046.24,14204.492307692317,0.0,88.0,0
434595242240.0,7.0,15046.24,14204.492307692317,0.0,88.0,0
434595242496.0,7.0,15046.24,14204.492307692317,0.0,88.0,0
434595242752.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595243008.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595243264.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595243520.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595243776.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595244032.0,7.0,15046.24,14204.492307692317,0.0,87.0,0
434595244288.0,7.0,15046.24,14204.492307692317,0.0,86.0,0
434595244544.0,6.0,11872.32,11208.134265734272,0.0,86.0,0
434595244800.0,6.0,11872.32,11208.134265734272,0.0,85.0,0
434595245056.0,5.0,11872.32,11208.134265734272,0.0,85.0,0
434595245312.0,5.0,11872.32,11208.134265734272,0.0,85.0,0
434595245568.0,5.0,11872.32,11208.134265734272,0.0,85.0,0
434595245824.0,5.0,11872.32,11208.134265734272,0.0,86.0,0
434595246080.0,5.0,11872.32,11208.134265734272,0.0,87.0,0
434595246336.0,5.0,11872.32,11208.134265734272,0.0,90.0,0
434595246592.0,5.0,11872.32,11208.134265734272,0.0,92.0,0
434595246848.0,5.0,11872.32,11208.134265734272,0.015625,93.0,0
434595247104.0,5.0,11872.32,11208.134265734272,0.015625,94.0,0
434595247360.0,5.0,11872.32,11208.134265734272,0.0,94.0,0
434595247616.0,5.0,10531.04,9941.890909090916,0.0,94.0,0
434595247872.0,5.0,10531.04,9941.890909090916,0.0,94.0,0
434595248128.0,5.0,10531.04,9941.890909090916,0.015625,97.0,0
434595248384.0,5.0,10531.04,9941.890909090916,0.015625,99.0,0
434595248640.0,5.0,10531.04,9941.890909090916,0.0,99.0,0
434595248896.0,5.0,10531.04,9941.890909090916,0.015625,101.0,0
434595249152.0,5.0,10531.04,9941.890909090916,0.015625,101.0,0
434595249408.0,5.0,10531.04,9941.890909090916,0.015625,102.0,0
434595249664.0,5.0,10531.04,9941.890909090916,0.0,104.0,0
434595249920.0,5.0,10531.04,9941.890909090916,0.0,103.0,0
434595250176.0,5.0,9853.76,9302.500699300705,0.0,103.0,0
434595250432.0,5.0,9853.76,9302.500699300705,0.0,103.0,0
434595250688.0,5.0,9853.76,9302.500699300705,0.0,103.0,0
434595250944.0,5.0,9853.76,9302.500699300705,0.0,99.0,0
434595251200.0,5.0,9853.76,9302.500699300705,0.0,98.0,0
434595251456.0,5.0,9853.76,9302.500699300705,0.0,95.0,0
434595251712.0,5.0,9853.76,9302.500699300705,0.0,95.0,0
434595251968.0,5.0,9853.76,9302.500699300705,0.015625,95.0,0
434595252224.0,5.0,9853.76,9302.500699300705,0.0,94.0,0
434595252480.0,5.0,9853.76,9302.500699300705,0.0,95.0,0
434595252736.0,5.0,9853.76,9302.500699300705,0.0,93.0,0
434595252992.0,5.0,9853.76,9302.500699300705,0.0,92.0,0
434595253248.0,5.0,9853.76,9302.500699300705,0.0,91.0,0
434595253504.0,5.0,9853.76,9302.500699300705,0.0,88.0,0
434595253760.0,5.0,9853.76,9302.500699300705,0.0,88.0,0
434595254016.0,5.0,9853.76,9302.500699300705,0.0,89.0,0
434595254272.0,5.0,9853.76,9302.500699300705,0.0,89.0,0
434595254528.0,5.0,9853.76,9302.500699300705,0.0,89.0,0
434595254784.0,5.0,9853.76,9302.500699300705,0.0,89.0,0
434595255040.0,5.0,9853.76,9302.500699300705,0.0,89.0,0
434595255296.0,5.0,9853.76,9302.500699300705,0.0,89.0,0
434595255552.0,5.0,9853.76,9302.500699300705,0.0,88.0,0
434595255808.0,5.0,9853.76,9302.500699300705,0.0,86.0,0
434595256064.0,5.0,9853.76,9302.500699300705,0.0,86.0,0
434595256320.0,5.0,9853.76,9302.500699300705,0.0,86.0,0
434595256576.0,5.0,9853.76,9302.500699300705,0.0,87.0,0
434595256832.0,5.0,9853.76,9302.500699300705,0.0,86.0,0
434595257088.0,5.0,9853.76,9302.500699300705,0.0,87.0,0
434595257344.0,5.0,7861.759999999999,7421.941258741263,0.0,86.0,0
434595257600.0,5.0,7861.759999999999,7421.941258741263,0.0,85.0,0
434595257856.0,4.0,7861.759999999999,7421.941258741263,0.0,85.0,0
434595258112.0,4.0,7861.759999999999,7421.941258741263,0.0,85.0,0
434595258368.0,4.0,7861.759999999999,7421.941258741263,0.0,85.0,0
434595258624.0,4.0,7861.759999999999,7421.941258741263,0.0,86.0,0
434595258880.0,4.0,7861.759999999999,7421.941258741263,0.0,88.0,0
434595259136.0,4.0,7861.759999999999,7421.941258741263,0.0,88.0,0
434595259392.0,4.0,7861.759999999999,7421.941258741263,0.0,88.0,0
434595259648.0,4.0,7861.759999999999,7421.941258741263,0.0,88.0,0
434595259904.0,4.0,7861.759999999999,7421.941258741263,0.0,88.0,0
434595260160.0,4.0,7861.759999999999,7421.941258741263,0.0,89.0,0
434595260416.0,4.0,7861.759999999999,7421.941258741263,0.0,89.0,0
434595260672.0,4.0,5816.639999999999,5491.23356643357,0.0,89.0,0
434595260928.0,4.0,5816.639999999999,5491.23356643357,0.015625,89.0,0
434595261184.0,4.0,5816.639999999999,5491.23356643357,0.0,89.0,0
434595261440.0,4.0,5816.639999999999,5491.23356643357,0.0,89.0,0
434595261696.0,4.0,5816.639999999999,5491.23356643357,0.0,89.0,0
434595261952.0,4.0,5816.639999999999,5491.23356643357,0.0,89.0,0
434595262208.0,4.0,5816.639999999999,5491.23356643357,0.0,88.0,0
434595262464.0,4.0,5816.639999999999,5491.23356643357,0.0,89.0,0
434595262720.0,4.0,5816.639999999999,5491.23356643357,0.015625,89.0,0
434595262976.0,4.0,4993.28,4713.935664335667,0.01953125,89.0,0
434595263232.0,4.0,4993.28,4713.935664335667,0.015625,90.0,0
434595263488.0,4.0,4993.28,4713.935664335667,0.0,92.0,0
434595263744.0,4.0,4993.28,4713.935664335667,0.0,93.0,0
434595264000.0,4.0,4993.28,4713.935664335667,0.0,93.0,0
434595264256.0,4.0,4993.28,4713.935664335667,0.0,93.0,0
434595264512.0,4.0,4993.28,4713.935664335667,0.0,94.0,0
434595264768.0,4.0,4993.28,4713.935664335667,0.0,96.0,0
434595265024.0,4.0,4993.28,4713.935664335667,0.0,97.0,0
434595265280.0,4.0,4993.28,4713.935664335667,0.0,98.0,0
434595265536.0,4.0,5723.679999999999,5403.474125874129,0.0,96.0,0
434595265792.0,4.0,5723.679999999999,5403.474125874129,0.0,95.0,0
434595266048.0,4.0,5723.679999999999,5403.474125874129,0.0,94.0,0
434595266304.0,4.0,5723.679999999999,5403.474125874129,0.0,92.0,0
434595266560.0,4.0,5723.679999999999,5403.474125874129,0.015625,92.0,0
434595266816.0,4.0,5723.679999999999,5403.474125874129,0.0,92.0,0
434595267072.0,4.0,5723.679999999999,5403.474125874129,0.0,92.0,0
434595267328.0,4.0,5723.679999999999,5403.474125874129,0.0,91.0,0
434595267584.0,4.0,5723.679999999999,5403.474125874129,0.0,90.0,0
434595267840.0,4.0,5723.679999999999,5403.474125874129,0.0,89.0,0
434595268096.0,4.0,5723.679999999999,5403.474125874129,0.0,87.0,0
434595268352.0,4.0,5723.679999999999,5403.474125874129,0.0,87.0,0
434595268608.0,4.0,5723.679999999999,5403.474125874129,0.0,87.0,0
434595268864.0,4.0,5723.679999999999,5403.474125874129,0.015625,87.0,0
434595269120.0,4.0,5723.679999999999,5403.474125874129,0.0,88.0,0
434595269376.0,4.0,5883.04,5553.918881118884,0.0,87.0,0
434595269632.0,4.0,5883.04,5553.918881118884,0.015625,87.0,0
434595269888.0,4.0,5883.04,5553.918881118884,0.015625,87.0,0
434595270144.0,4.0,5883.04,5553.918881118884,0.03125,87.0,0
434595270400.0,4.0,5883.04,5553.918881118884,0.0234375,87.0,0
434595270656.0,4.0,5883.04,5553.918881118884,0.05078125,87.0,0
434595270912.0,4.0,6002.56,5666.752447552452,0.03515625,87.0,0
434595271168.0,4.0,6002.56,5666.752447552452,0.015625,86.0,0
434595271424.0,4.0,6002.56,5666.752447552452,0.015625,86.0,0
434595271680.0,5.0,6002.56,5666.752447552452,0.0,85.0,0
434595271936.0,5.0,6002.56,5666.752447552452,0.0,88.0,0
434595272192.0,5.0,6002.56,5666.752447552452,0.015625,89.0,0
434595272448.0,4.0,6002.56,5666.752447552452,0.015625,90.0,0
434595272704.0,4.0,6002.56,5666.752447552452,0.0,91.0,0
434595272960.0,4.0,6002.56,5666.752447552452,0.0,93.0,0
434595273216.0,4.0,6002.56,5666.752447552452,0.0,94.0,0
434595273472.0,4.0,6002.56,5666.752447552452,0.015625,93.0,0
434595273728.0,4.0,6002.56,5666.752447552452,0.0,92.0,0
434595273984.0,4.0,6002.56,5666.752447552452,0.015625,92.0,0
434595274240.0,4.0,6002.56,5666.752447552452,0.0234375,92.0,0
434595274496.0,4.0,6002.56,5666.752447552452,0.09765625,92.0,0
434595274752.0,4.0,5431.52,5127.658741258745,0.1171875,92.0,0
434595275008.0,4.0,5431.52,5127.658741258745,0.23828125,92.0,0
434595275264.0,4.0,5431.52,5127.658741258745,0.08203125,92.0,0
434595275520.0,4.0,5431.52,5127.658741258745,0.15625,91.0,0
434595275776.0,4.0,5431.52,5127.658741258745,0.08984375,92.0,0
434595276032.0,4.0,5431.52,5127.658741258745,0.02734375,95.0,0
434595276288.0,4.0,7211.04,6807.625174825179,0.046875,97.0,0
434595276544.0,5.0,7211.04,6807.625174825179,0.09375,98.0,0
434595276800.0,5.0,7211.04,6807.625174825179,0.0703125,101.0,0
434595277056.0,6.0,7211.04,6807.625174825179,0.0,104.0,0
434595277312.0,6.0,7211.04,6807.625174825179,0.015625,106.0,0
434595277568.0,6.0,7211.04,6807.625174825179,0.01953125,106.0,0
434595277824.0,5.0,7211.04,6807.625174825179,0.015625,119.0,0
434595278080.0,6.0,9296.0,8775.94405594406,0.015625,122.0,0
434595278336.0,6.0,9296.0,8775.94405594406,0.0,124.0,0
434595278592.0,6.0,9296.0,8775.94405594406,0.0,124.0,0
434595278848.0,6.0,9296.0,8775.94405594406,0.0,133.0,0
434595279104.0,6.0,9296.0,8775.94405594406,0.0,133.0,0
434595279360.0,6.0,9760.8,9214.741258741264,0.0,130.0,0
434595279616.0,6.0,9760.8,9214.741258741264,0.0,139.0,0
434595279872.0,6.0,9760.8,9214.741258741264,0.0,137.0,0
434595280128.0,7.0,9760.8,9214.741258741264,0.0,135.0,0
434595280384.0,7.0,9760.8,9214.741258741264,0.015625,128.0,0
434595280640.0,7.0,8632.0,8149.090909090914,0.015625,125.0,0
434595280896.0,7.0,8632.0,8149.090909090914,0.015625,126.0,0
434595281152.0,7.0,8632.0,8149.090909090914,0.0,126.0,0
434595281408.0,7.0,10863.04,10255.31748251749,0.078125,126.0,0
434595281664.0,8.0,10863.04,10255.31748251749,0.015625,126.0,0
434595281920.0,9.0,10863.04,10255.31748251749,0.015625,114.0,0
434595282176.0,9.0,10783.36,10180.09510489511,0.015625,109.0,0
434595282432.0,9.0,10783.36,10180.09510489511,0.015625,101.0,0
434595282688.0,9.0,10783.36,10180.09510489511,0.0,99.0,0
434595282944.0,10.0,10783.36,10180.09510489511,0.015625,93.0,0
434595283200.0,10.0,10783.36,10180.09510489511,0.0,94.0,0
434595283456.0,10.0,14621.28,13803.3062937063,0.0,90.0,0
434595283712.0,11.0,14621.28,13803.3062937063,0.0,90.0,0
434595283968.0,12.0,14621.28,13803.3062937063,0.03125,91.0,0
434595284224.0,13.0,14926.72,14091.65874125875,0.01953125,91.0,0
434595284480.0,13.0,14926.72,14091.65874125875,0.03125,92.0,0
434595284736.0,13.0,14926.72,14091.65874125875,0.0234375,93.0,0
434595284992.0,14.0,14926.72,14091.65874125875,0.015625,94.0,0
434595285248.0,14.0,14515.04,13703.0097902098,0.0,93.0,0
434595285504.0,14.0,14515.04,13703.0097902098,0.0,89.0,0
434595285760.0,15.0,14515.04,13703.0097902098,0.015625,91.0,0
434595286016.0,15.0,14515.04,13703.0097902098,0.015625,90.0,0
434595286272.0,15.0,14515.04,13703.0097902098,0.0,91.0,0
434595286528.0,15.0,13890.88,13113.76783216784,0.0,91.0,0
434595286784.0,15.0,13890.88,13113.76783216784,0.0,91.0,0
434595287040.0,15.0,13890.88,13113.76783216784,0.0,91.0,0
434595287296.0,15.0,13890.88,13113.76783216784,0.0,90.0,0
434595287552.0,15.0,13744.8,12975.860139860146,0.0,90.0,0
434595287808.0,15.0,13744.8,12975.860139860146,0.0234375,89.0,0
434595288064.0,15.0,13744.8,12975.860139860146,0.03125,89.0,0
434595288320.0,15.0,13744.8,12975.860139860146,0.015625,89.0,0
434595288576.0,15.0,13744.8,12975.860139860146,0.0,88.0,0
434595288832.0,15.0,17131.2,16172.811188811196,0.0,89.0,0
434595289088.0,15.0,17131.2,16172.811188811196,0.0,88.0,0
434595289344.0,14.0,17131.2,16172.811188811196,0.0,88.0,0
434595289600.0,14.0,17131.2,16172.811188811196,0.0703125,88.0,0
434595289856.0,14.0,17131.2,16172.811188811196,0.03515625,89.0,0
434595290112.0,14.0,17131.2,16172.811188811196,0.01953125,91.0,0
434595290368.0,14.0,17131.2,16172.811188811196,0.0,91.0,0
434595290624.0,14.0,17131.2,16172.811188811196,0.0,94.0,0
434595290880.0,14.0,17131.2,16172.811188811196,0.0,93.0,0
434595291136.0,14.0,17131.2,16172.811188811196,0.0,100.0,0
434595291392.0,14.0,17131.2,16172.811188811196,0.0,109.0,0
434595291648.0,14.0,17131.2,16172.811188811196,0.0,116.0,0
434595291904.0,14.0,17131.2,16172.811188811196,0.0,120.0,0
434595292160.0,14.0,17131.2,16172.811188811196,0.0,120.0,0
434595292416.0,14.0,17131.2,16172.811188811196,0.0,116.0,0
434595292672.0,13.0,17131.2,16172.811188811196,0.0,116.0,0
434595292928.0,11.0,11593.44,10944.855944055951,0.0,116.0,0
434595293184.0,10.0,11593.44,10944.855944055951,0.0,116.0,0
434595293440.0,9.0,11593.44,10944.855944055951,0.0,116.0,0
434595293696.0,10.0,11593.44,10944.855944055951,0.0,117.0,0
434595293952.0,10.0,11593.44,10944.855944055951,0.0,112.0,0
434595294208.0,10.0,11420.8,10781.874125874132,0.0,107.0,0
434595294464.0,10.0,11420.8,10781.874125874132,0.0,106.0,0
434595294720.0,10.0,11420.8,10781.874125874132,0.0,103.0,0
434595294976.0,10.0,11420.8,10781.874125874132,0.0,96.0,0
434595295232.0,10.0,11354.4,10719.188811188817,0.0,92.0,0
434595295488.0,10.0,11354.4,10719.188811188817,0.0,89.0,0
434595295744.0,10.0,11354.4,10719.188811188817,0.0,87.0,0
434595296000.0,10.0,11354.4,10719.188811188817,0.0,87.0,0
434595296256.0,10.0,11354.4,10719.188811188817,0.0,87.0,0
434595296512.0,10.0,10491.2,9904.279720279725,0.015625,87.0,0
434595296768.0,10.0,10491.2,9904.279720279725,0.0,87.0,0
434595297024.0,10.0,10491.2,9904.279720279725,0.0,87.0,0
434595297280.0,9.0,10491.2,9904.279720279725,0.0,87.0,0
434595297536.0,10.0,10809.92,10205.169230769236,0.0,88.0,0
434595297792.0,10.0,10809.92,10205.169230769236,0.0,95.0,0
434595298048.0,10.0,10809.92,10205.169230769236,0.0,95.0,0
434595298304.0,10.0,11128.64,10506.058741258748,0.0,95.0,0
434595298560.0,10.0,11128.64,10506.058741258748,0.0,94.0,0
434595298816.0,10.0,11128.64,10506.058741258748,0.0,94.0,0
434595299072.0,10.0,11128.64,10506.058741258748,0.0,94.0,0
434595299328.0,10.0,11128.64,10506.058741258748,0.0,93.0,0
434595299584.0,10.0,8034.4,7584.923076923082,0.0,94.0,0
434595299840.0,10.0,8034.4,7584.923076923082,0.0,93.0,0
434595300096.0,10.0,8034.4,7584.923076923082,0.0,95.0,0
434595300352.0,11.0,11035.68,10418.299300699307,0.0,90.0,0
434595300608.0,13.0,11035.68,10418.299300699307,0.0,87.0,0
434595300864.0,14.0,11035.68,10418.299300699307,0.0,87.0,0
434595301120.0,15.0,11301.28,10669.040559440566,0.0,86.0,0
434595301376.0,15.0,11301.28,10669.040559440566,0.0,87.0,0
434595301632.0,15.0,11301.28,10669.040559440566,0.0,86.0,0
434595301888.0,15.0,11301.28,10669.040559440566,0.0,86.0,0
434595302144.0,15.0,11062.24,10443.373426573433,0.0,85.0,0
434595302400.0,15.0,11062.24,10443.373426573433,0.0,85.0,0
434595302656.0,15.0,11062.24,10443.373426573433,0.015625,85.0,0
434595302912.0,15.0,11062.24,10443.373426573433,0.0,84.0,0
434595303168.0,15.0,11102.08,10480.98461538462,0.0,84.0,0
434595303424.0,16.0,11102.08,10480.98461538462,0.0,84.0,0
434595303680.0,16.0,11102.08,10480.98461538462,0.0,85.0,0
434595303936.0,16.0,11102.08,10480.98461538462,0.0,85.0,0
434595304192.0,16.0,11354.4,10719.188811188817,0.0,85.0,0
434595304448.0,16.0,11354.4,10719.188811188817,0.0,85.0,0
434595304704.0,16.0,11354.4,10719.188811188817,0.0,85.0,0
434595304960.0,16.0,11354.4,10719.188811188817,0.015625,85.0,0
434595305216.0,16.0,11274.72,10643.966433566438,0.0,85.0,0
434595305472.0,16.0,11274.72,10643.966433566438,0.0,85.0,0
434595305728.0,16.0,11274.72,10643.966433566438,0.0,84.0,0
434595305984.0,16.0,11274.72,10643.966433566438,0.0,85.0,0
434595306240.0,16.0,11155.2,10531.132867132872,0.0,85.0,0
434595306496.0,16.0,11155.2,10531.132867132872,0.0,85.0,0
434595306752.0,16.0,11155.2,10531.132867132872,0.0,85.0,0
434595307008.0,15.0,11155.2,10531.132867132872,0.0,85.0,0
434595307264.0,15.0,11221.6,10593.818181818187,0.0,86.0,0
434595307520.0,15.0,11221.6,10593.818181818187,0.0,87.0,0
434595307776.0,15.0,11221.6,10593.818181818187,0.0,87.0,0
434595308032.0,15.0,11221.6,10593.818181818187,0.0,87.0,0
434595308288.0,15.0,11447.36,10806.948251748256,0.0,87.0,0
434595308544.0,15.0,11447.36,10806.948251748256,0.0,87.0,0
434595308800.0,15.0,11447.36,10806.948251748256,0.0,87.0,0
434595309056.0,15.0,11447.36,10806.948251748256,0.0,86.0,0
434595309312.0,15.0,11314.56,10681.577622377628,0.0,86.0,0
434595309568.0,15.0,11314.56,10681.577622377628,0.015625,87.0,0
