Time [s/256],Respiration Rate (rpm),Breathing Volume (liters/min),Adjusted Breathing Volume (liters/min),Activity (g),Heart Rate (bpm),Stress Levels
438024506368.0,15.0,6825.92,6444.0503496503525,0.0,89.0,0.0
438024506624.0,15.0,6825.92,6444.0503496503525,0.0,89.0,0.0
438024506880.0,15.0,6825.92,6444.0503496503525,0.0,89.0,0.0
438024507136.0,15.0,6693.12,6318.679720279724,0.0,90.0,0.0
438024507392.0,15.0,6693.12,6318.679720279724,0.0,89.0,0.0
438024507648.0,15.0,6693.12,6318.679720279724,0.05078125,90.0,0.0
438024507904.0,15.0,7250.879999999999,6845.236363636368,0.0,90.0,0.0
438024508160.0,15.0,7250.879999999999,6845.236363636368,0.0,90.0,0.0
438024508416.0,15.0,7250.879999999999,6845.236363636368,0.0,90.0,0.0
438024508672.0,15.0,7250.879999999999,6845.236363636368,0.0,89.0,0.0
438024508928.0,15.0,7250.879999999999,6845.236363636368,0.0,88.0,0.0
438024509184.0,15.0,6188.48,5842.271328671332,0.0,87.0,0.0
438024509440.0,14.0,6188.48,5842.271328671332,0.0,86.0,0.0
438024509696.0,14.0,6188.48,5842.271328671332,0.0,86.0,0.0
438024509952.0,14.0,6188.48,5842.271328671332,0.0,85.0,0.0
438024510208.0,14.0,6693.12,6318.679720279724,0.0,84.0,0.0
438024510464.0,15.0,6693.12,6318.679720279724,0.0,84.0,0.0
438024510720.0,15.0,6693.12,6318.679720279724,0.0,84.0,0.0
438024510976.0,15.0,6693.12,6318.679720279724,0.015625,85.0,0.0
438024511232.0,15.0,6732.96,6356.2909090909125,0.0,87.0,0.0
438024511488.0,15.0,6732.96,6356.2909090909125,0.01953125,88.0,0.0
438024511744.0,15.0,6732.96,6356.2909090909125,0.0,91.0,0.0
438024512000.0,15.0,6613.44,6243.457342657347,0.0,91.0,0.0
438024512256.0,15.0,6613.44,6243.457342657347,0.0,91.0,0.0
438024512512.0,15.0,6613.44,6243.457342657347,0.0,89.0,0.0
438024512768.0,15.0,6613.44,6243.457342657347,0.0,88.0,0.0
438024513024.0,15.0,6613.44,6243.457342657347,0.0,87.0,0.0
438024513280.0,15.0,6520.48,6155.697902097905,0.0,87.0,0.0
438024513536.0,15.0,6520.48,6155.697902097905,0.0,86.0,0.0
438024513792.0,15.0,6520.48,6155.697902097905,0.0,85.0,0.0
438024514048.0,15.0,6520.48,6155.697902097905,0.0,85.0,0.0
438024514304.0,15.0,6520.48,6155.697902097905,0.0,84.0,0.0
438024514560.0,15.0,6493.92,6130.62377622378,0.0,83.0,0.0
438024514816.0,15.0,6493.92,6130.62377622378,0.0,82.0,0.0
438024515072.0,15.0,6493.92,6130.62377622378,0.0,83.0,0.0
438024515328.0,15.0,6493.92,6130.62377622378,0.0,86.0,0.0
438024515584.0,15.0,5803.36,5478.696503496507,0.0,87.0,0.0
438024515840.0,14.0,5803.36,5478.696503496507,0.0,88.0,0.0
438024516096.0,14.0,5803.36,5478.696503496507,0.0,89.0,0.0
438024516352.0,14.0,5803.36,5478.696503496507,0.0,91.0,0.0
438024516608.0,14.0,6600.16,6230.920279720283,0.0,92.0,0.0
438024516864.0,14.0,6600.16,6230.920279720283,0.0,92.0,0.0
438024517120.0,14.0,6600.16,6230.920279720283,0.0,92.0,0.0
438024517376.0,15.0,6600.16,6230.920279720283,0.0,91.0,0.0
438024517632.0,15.0,6600.16,6230.920279720283,0.015625,92.0,0.0
438024517888.0,14.0,6666.56,6293.605594405599,0.0,91.0,0.0
438024518144.0,14.0,6666.56,6293.605594405599,0.0,91.0,0.0
438024518400.0,14.0,6666.56,6293.605594405599,0.0,92.0,0.0
438024518656.0,14.0,6666.56,6293.605594405599,0.0,92.0,0.0
438024518912.0,14.0,7078.24,6682.254545454549,0.0,92.0,0.0
438024519168.0,14.0,7078.24,6682.254545454549,0.0,90.0,0.0
438024519424.0,14.0,7078.24,6682.254545454549,0.0,90.0,0.0
438024519680.0,14.0,7078.24,6682.254545454549,0.0,90.0,0.0
438024519936.0,14.0,7091.52,6694.791608391612,0.0,90.0,0.0
438024520192.0,14.0,7091.52,6694.791608391612,0.0,90.0,0.0
438024520448.0,14.0,7091.52,6694.791608391612,0.0,90.0,0.0
438024520704.0,13.0,7091.52,6694.791608391612,0.0,91.0,0.0
438024520960.0,14.0,7330.559999999999,6920.458741258744,0.0,91.0,0.0
438024521216.0,14.0,7330.559999999999,6920.458741258744,0.0,91.0,0.0
438024521472.0,14.0,7330.559999999999,6920.458741258744,0.0,90.0,0.0
438024521728.0,14.0,7330.559999999999,6920.458741258744,0.0,91.0,0.0
438024521984.0,14.0,7596.16,7171.200000000004,0.0,91.0,0.0
438024522240.0,14.0,7596.16,7171.200000000004,0.0,91.0,0.0
438024522496.0,14.0,7596.16,7171.200000000004,0.0,91.0,0.0
438024522752.0,14.0,7596.16,7171.200000000004,0.0,92.0,0.0
438024523008.0,14.0,7782.08,7346.718881118885,0.0,92.0,0.0
438024523264.0,14.0,7782.08,7346.718881118885,0.0,91.0,0.0
438024523520.0,14.0,7782.08,7346.718881118885,0.0,91.0,0.0
438024523776.0,14.0,7782.08,7346.718881118885,0.0,91.0,0.0
438024524032.0,14.0,7662.559999999999,7233.885314685318,0.0,91.0,0.0
438024524288.0,14.0,7662.559999999999,7233.885314685318,0.0,90.0,0.0
438024524544.0,14.0,7662.559999999999,7233.885314685318,0.0,90.0,0.0
438024524800.0,15.0,7662.559999999999,7233.885314685318,0.0,90.0,0.0
438024525056.0,15.0,7715.679999999999,7284.033566433571,0.0,90.0,0.0
438024525312.0,15.0,7715.679999999999,7284.033566433571,0.0,90.0,0.0
438024525568.0,15.0,7715.679999999999,7284.033566433571,0.0,90.0,0.0
438024525824.0,15.0,7184.48,6782.551048951053,0.0,90.0,0.0
438024526080.0,15.0,7184.48,6782.551048951053,0.0,91.0,0.0
438024526336.0,15.0,7184.48,6782.551048951053,0.0,91.0,0.0
438024526592.0,15.0,7184.48,6782.551048951053,0.0,91.0,0.0
438024526848.0,15.0,6852.48,6469.124475524479,0.0,91.0,0.0
438024527104.0,15.0,6852.48,6469.124475524479,0.0,91.0,0.0
438024527360.0,15.0,6852.48,6469.124475524479,0.0,91.0,0.0
438024527616.0,15.0,6852.48,6469.124475524479,0.0,92.0,0.0
438024527872.0,15.0,7091.52,6694.791608391612,0.0,92.0,0.0
438024528128.0,15.0,7091.52,6694.791608391612,0.0,92.0,0.0
438024528384.0,15.0,7091.52,6694.791608391612,0.015625,93.0,0.0
438024528640.0,16.0,7357.12,6945.532867132871,0.0,93.0,0.0
438024528896.0,16.0,7357.12,6945.532867132871,0.0,92.0,0.0
438024529152.0,16.0,7357.12,6945.532867132871,0.0,91.0,0.0
438024529408.0,16.0,7357.12,6945.532867132871,0.0,91.0,0.0
438024529664.0,16.0,6958.719999999999,6569.420979020983,0.0,91.0,0.0
438024529920.0,16.0,6958.719999999999,6569.420979020983,0.0,91.0,0.0
438024530176.0,16.0,6958.719999999999,6569.420979020983,0.0,91.0,0.0
438024530432.0,16.0,6958.719999999999,6569.420979020983,0.0,92.0,0.0
438024530688.0,16.0,6958.719999999999,6569.420979020983,0.0,93.0,0.0
438024530944.0,16.0,6958.719999999999,6569.420979020983,0.0,93.0,0.0
438024531200.0,16.0,6958.719999999999,6569.420979020983,0.0,93.0,0.0
438024531456.0,16.0,6653.28,6281.068531468535,0.0,92.0,0.0
438024531712.0,15.0,6653.28,6281.068531468535,0.0,91.0,0.0
438024531968.0,15.0,6653.28,6281.068531468535,0.0,91.0,0.0
438024532224.0,14.0,6653.28,6281.068531468535,0.0,90.0,0.0
438024532480.0,14.0,6533.759999999999,6168.234965034968,0.0,90.0,0.0
438024532736.0,14.0,6533.759999999999,6168.234965034968,0.0,90.0,0.0
438024532992.0,14.0,6533.759999999999,6168.234965034968,0.0,89.0,0.0
438024533248.0,14.0,6533.759999999999,6168.234965034968,0.0,89.0,0.0
438024533504.0,14.0,6573.599999999999,6205.846153846158,0.0,87.0,0.0
438024533760.0,14.0,6573.599999999999,6205.846153846158,0.0,86.0,0.0
438024534016.0,14.0,6573.599999999999,6205.846153846158,0.0,84.0,0.0
438024534272.0,14.0,6573.599999999999,6205.846153846158,0.0,83.0,0.0
438024534528.0,14.0,6706.4,6331.216783216787,0.0,83.0,0.0
438024534784.0,14.0,6706.4,6331.216783216787,0.0,85.0,0.0
438024535040.0,14.0,6706.4,6331.216783216787,0.0,85.0,0.0
438024535296.0,14.0,6706.4,6331.216783216787,0.0,85.0,0.0
438024535552.0,14.0,6334.56,5980.179020979025,0.0,86.0,0.0
438024535808.0,14.0,6334.56,5980.179020979025,0.0,86.0,0.0
438024536064.0,14.0,6334.56,5980.179020979025,0.0,85.0,0.0
438024536320.0,14.0,6334.56,5980.179020979025,0.0,86.0,0.0
438024536576.0,14.0,5829.92,5503.770629370632,0.0,86.0,0.0
438024536832.0,14.0,5829.92,5503.770629370632,0.0,87.0,0.0
438024537088.0,14.0,5829.92,5503.770629370632,0.0,87.0,0.0
438024537344.0,13.0,5829.92,5503.770629370632,0.0,87.0,0.0
438024537600.0,13.0,5803.36,5478.696503496507,0.0,87.0,0.0
438024537856.0,13.0,5803.36,5478.696503496507,0.0,88.0,0.0
438024538112.0,13.0,5803.36,5478.696503496507,0.0,87.0,0.0
438024538368.0,13.0,5803.36,5478.696503496507,0.0,87.0,0.0
438024538624.0,13.0,5803.36,5478.696503496507,0.0,88.0,0.0
438024538880.0,13.0,6015.84,5679.289510489514,0.0234375,88.0,0.0
438024539136.0,14.0,6015.84,5679.289510489514,0.15625,89.0,0.0
438024539392.0,14.0,6015.84,5679.289510489514,0.33203125,89.0,0.0
438024539648.0,14.0,6015.84,5679.289510489514,0.13671875,89.0,0.0
438024539904.0,14.0,6015.84,5679.289510489514,0.1328125,89.0,0.0
438024540160.0,14.0,13240.16,12499.451748251757,0.05078125,89.0,0.0
438024540416.0,14.0,13240.16,12499.451748251757,0.05078125,89.0,0.0
438024540672.0,14.0,14103.36,13314.360839160843,0.01953125,91.0,0.0
438024540928.0,14.0,14103.36,13314.360839160843,0.0,92.0,0.0
438024541184.0,15.0,14103.36,13314.360839160843,0.01953125,93.0,0.0
438024541440.0,15.0,14103.36,13314.360839160843,0.0234375,94.0,0.0
438024541696.0,15.0,17768.64,16774.590209790218,0.02734375,96.0,0.0
438024541952.0,15.0,17768.64,16774.590209790218,0.0234375,97.0,0.0
438024542208.0,15.0,17768.64,16774.590209790218,0.01953125,97.0,0.0
438024542464.0,15.0,17768.64,16774.590209790218,0.015625,97.0,0.0
438024542720.0,15.0,17768.64,16774.590209790218,0.0,96.0,0.0
438024542976.0,15.0,17768.64,16774.590209790218,0.0,97.0,0.0
438024543232.0,15.0,17768.64,16774.590209790218,0.0,94.0,0.0
438024543488.0,15.0,17768.64,16774.590209790218,0.0,93.0,0.0
438024543744.0,15.0,17768.64,16774.590209790218,0.0,91.0,0.0
438024544000.0,15.0,14541.6,13728.083916083924,0.015625,92.0,0.0
438024544256.0,14.0,14541.6,13728.083916083924,0.01953125,91.0,0.0
438024544512.0,13.0,14541.6,13728.083916083924,0.0,92.0,0.0
438024544768.0,13.0,14541.6,13728.083916083924,0.0,91.0,0.0
438024545024.0,13.0,14541.6,13728.083916083924,0.0,89.0,0.0
438024545280.0,13.0,14541.6,13728.083916083924,0.0,87.0,0.0
438024545536.0,13.0,14541.6,13728.083916083924,0.0,84.0,0.0
438024545792.0,13.0,13598.72,12837.952447552454,0.0,84.0,0.0
438024546048.0,12.0,13598.72,12837.952447552454,0.0,84.0,0.0
438024546304.0,12.0,13598.72,12837.952447552454,0.015625,87.0,0.0
438024546560.0,12.0,13598.72,12837.952447552454,0.015625,90.0,0.0
438024546816.0,12.0,13598.72,12837.952447552454,0.015625,90.0,0.0
438024547072.0,12.0,15936.0,15044.475524475532,0.0,90.0,0.0
438024547328.0,12.0,15936.0,15044.475524475532,0.0,90.0,0.0
438024547584.0,12.0,15936.0,15044.475524475532,0.0,90.0,0.0
438024547840.0,11.0,15936.0,15044.475524475532,0.0,89.0,0.0
438024548096.0,11.0,15936.0,15044.475524475532,0.0,88.0,0.0
438024548352.0,11.0,15936.0,15044.475524475532,0.0,87.0,0.0
438024548608.0,12.0,15936.0,15044.475524475532,0.0,85.0,0.0
438024548864.0,12.0,15936.0,15044.475524475532,0.0,84.0,0.0
438024549120.0,12.0,15936.0,15044.475524475532,0.0234375,85.0,0.0
438024549376.0,12.0,15936.0,15044.475524475532,0.046875,85.0,0.0
438024549632.0,12.0,15936.0,15044.475524475532,0.01953125,85.0,0.0
438024549888.0,12.0,15936.0,15044.475524475532,0.0,86.0,0.0
438024550144.0,12.0,15936.0,15044.475524475532,0.0,85.0,0.0
438024550400.0,12.0,15936.0,15044.475524475532,0.0,85.0,0.0
438024550656.0,12.0,15936.0,15044.475524475532,0.0,83.0,0.0
438024550912.0,11.0,12430.08,11734.690909090916,0.0,80.0,0.0
438024551168.0,10.0,12430.08,11734.690909090916,0.0,82.0,0.0
438024551424.0,9.0,12430.08,11734.690909090916,0.0,82.0,0.0
438024551680.0,9.0,12430.08,11734.690909090916,0.0,84.0,0.0
438024551936.0,9.0,8539.039999999999,8061.331468531473,0.0,86.0,0.0
438024552192.0,9.0,8539.039999999999,8061.331468531473,0.0,87.0,0.0
438024552448.0,9.0,8539.039999999999,8061.331468531473,0.0,90.0,0.0
438024552704.0,9.0,8539.039999999999,8061.331468531473,0.0,92.0,0.0
438024552960.0,9.0,8738.24,8249.387412587417,0.0,92.0,0.0
438024553216.0,9.0,8738.24,8249.387412587417,0.0,92.0,0.0
438024553472.0,9.0,8738.24,8249.387412587417,0.0,92.0,0.0
438024553728.0,8.0,8738.24,8249.387412587417,0.0,92.0,0.0
438024553984.0,8.0,7476.639999999999,7058.366433566438,0.0,92.0,0.0
438024554240.0,8.0,7476.639999999999,7058.366433566438,0.0,92.0,0.0
438024554496.0,9.0,7476.639999999999,7058.366433566438,0.0,92.0,0.0
438024554752.0,9.0,9813.92,9264.889510489516,0.0,92.0,0.0
438024555008.0,9.0,9813.92,9264.889510489516,0.0,93.0,0.0
438024555264.0,10.0,9813.92,9264.889510489516,0.0,93.0,0.0
438024555520.0,10.0,9813.92,9264.889510489516,0.0,93.0,0.0
438024555776.0,10.0,10995.84,10380.68811188812,0.0,94.0,0.0
438024556032.0,10.0,10995.84,10380.68811188812,0.0,94.0,0.0
438024556288.0,10.0,10995.84,10380.68811188812,0.0,94.0,0.0
438024556544.0,11.0,10995.84,10380.68811188812,0.0,94.0,0.0
438024556800.0,11.0,9428.8,8901.31468531469,0.0,93.0,0.0
438024557056.0,11.0,9428.8,8901.31468531469,0.0,92.0,0.0
438024557312.0,11.0,9428.8,8901.31468531469,0.0,90.0,0.0
438024557568.0,11.0,9428.8,8901.31468531469,0.0,90.0,0.0
438024557824.0,12.0,12642.56,11935.28391608392,0.0,89.0,0.0
438024558080.0,14.0,12642.56,11935.28391608392,0.0,89.0,0.0
438024558336.0,15.0,12642.56,11935.28391608392,0.0,88.0,0.0
438024558592.0,16.0,12589.44,11885.13566433567,0.0,88.0,0.0
438024558848.0,16.0,12589.44,11885.13566433567,0.0,89.0,0.0
438024559104.0,16.0,12589.44,11885.13566433567,0.0,89.0,0.0
438024559360.0,16.0,12589.44,11885.13566433567,0.0,90.0,0.0
438024559616.0,16.0,13545.6,12787.804195804203,0.015625,91.0,0.0
438024559872.0,16.0,13545.6,12787.804195804203,0.0,92.0,0.0
438024560128.0,16.0,13545.6,12787.804195804203,0.0,92.0,0.0
438024560384.0,17.0,13545.6,12787.804195804203,0.0,93.0,0.0
438024560640.0,16.0,13333.12,12587.211188811198,0.0,94.0,0.0
438024560896.0,16.0,13333.12,12587.211188811198,0.0,94.0,0.0
438024561152.0,16.0,13333.12,12587.211188811198,0.0,94.0,0.0
438024561408.0,16.0,13333.12,12587.211188811198,0.0,94.0,0.0
438024561664.0,16.0,12443.36,11747.227972027978,0.0,94.0,0.0
438024561920.0,16.0,12443.36,11747.227972027978,0.0,93.0,0.0
438024562176.0,16.0,12443.36,11747.227972027978,0.0,93.0,0.0
438024562432.0,16.0,12443.36,11747.227972027978,0.0,93.0,0.0
438024562688.0,16.0,11965.28,11295.893706293711,0.0,93.0,0.0
438024562944.0,16.0,11965.28,11295.893706293711,0.0,93.0,0.0
438024563200.0,16.0,12376.96,11684.542657342665,0.015625,92.0,0.0
438024563456.0,16.0,12376.96,11684.542657342665,0.015625,92.0,0.0
438024563712.0,16.0,12376.96,11684.542657342665,0.0,92.0,0.0
438024563968.0,16.0,12376.96,11684.542657342665,0.0,91.0,0.0
438024564224.0,16.0,15285.28,14430.159440559448,0.015625,91.0,0.0
438024564480.0,16.0,15285.28,14430.159440559448,0.0,91.0,0.0
438024564736.0,16.0,15285.28,14430.159440559448,0.0,91.0,0.0
438024564992.0,17.0,15285.28,14430.159440559448,0.0,91.0,0.0
438024565248.0,17.0,15285.28,14430.159440559448,0.0,92.0,0.0
438024565504.0,17.0,15285.28,14430.159440559448,0.0,92.0,0.0
438024565760.0,16.0,15285.28,14430.159440559448,0.0,92.0,0.0
438024566016.0,16.0,15285.28,14430.159440559448,0.0,92.0,0.0
438024566272.0,16.0,12655.84,11947.820979020988,0.0,92.0,0.0
438024566528.0,15.0,12655.84,11947.820979020988,0.0,92.0,0.0
438024566784.0,14.0,12655.84,11947.820979020988,0.0,92.0,0.0
438024567040.0,14.0,11805.92,11145.448951048957,0.0,93.0,0.0
438024567296.0,14.0,11805.92,11145.448951048957,0.0,92.0,0.0
438024567552.0,14.0,11805.92,11145.448951048957,0.0,92.0,0.0
438024567808.0,14.0,11805.92,11145.448951048957,0.015625,92.0,0.0
438024568064.0,14.0,11699.68,11045.152447552451,0.0,92.0,0.0
438024568320.0,14.0,11699.68,11045.152447552451,0.0,92.0,0.0
438024568576.0,14.0,11699.68,11045.152447552451,0.0,92.0,0.0
438024568832.0,14.0,11699.68,11045.152447552451,0.015625,92.0,0.0
438024569088.0,14.0,11380.96,10744.262937062942,0.02734375,92.0,0.0
438024569344.0,14.0,11380.96,10744.262937062942,0.015625,92.0,0.0
438024569600.0,14.0,11380.96,10744.262937062942,0.0,93.0,0.0
438024569856.0,14.0,11380.96,10744.262937062942,0.0,93.0,0.0
438024570112.0,14.0,11620.0,10969.930069930077,0.0,93.0,0.0
438024570368.0,14.0,11620.0,10969.930069930077,0.015625,93.0,0.0
438024570624.0,14.0,11620.0,10969.930069930077,0.0,93.0,0.0
438024570880.0,14.0,11620.0,10969.930069930077,0.0,92.0,0.0
438024571136.0,14.0,11739.52,11082.76363636364,0.0,92.0,0.0
438024571392.0,14.0,11739.52,11082.76363636364,0.0,92.0,0.0
438024571648.0,14.0,11739.52,11082.76363636364,0.0,91.0,0.0
438024571904.0,14.0,11739.52,11082.76363636364,0.0,91.0,0.0
438024572160.0,14.0,11739.52,11082.76363636364,0.0,90.0,0.0
438024572416.0,14.0,9030.4,8525.2027972028,0.0,90.0,0.0
438024572672.0,13.0,9030.4,8525.2027972028,0.0,91.0,0.0
438024572928.0,13.0,9030.4,8525.2027972028,0.0,90.0,0.0
438024573184.0,13.0,9030.4,8525.2027972028,0.0,91.0,0.0
438024573440.0,13.0,9030.4,8525.2027972028,0.0,91.0,0.0
438024573696.0,13.0,10531.04,9941.890909090916,0.0,90.0,0.0
438024573952.0,14.0,10531.04,9941.890909090916,0.0,90.0,0.0
438024574208.0,14.0,10531.04,9941.890909090916,0.0,91.0,0.0
438024574464.0,15.0,11128.64,10506.058741258748,0.0,91.0,0.0
438024574720.0,14.0,11128.64,10506.058741258748,0.0,90.0,0.0
438024574976.0,14.0,11128.64,10506.058741258748,0.0,90.0,0.0
438024575232.0,14.0,11128.64,10506.058741258748,0.0,90.0,0.0
438024575488.0,14.0,11128.64,10506.058741258748,0.015625,89.0,0.0
438024575744.0,14.0,10770.08,10167.558041958047,0.015625,89.0,0.0
438024576000.0,14.0,10770.08,10167.558041958047,0.0,89.0,0.0
438024576256.0,14.0,10770.08,10167.558041958047,0.0,89.0,0.0
438024576512.0,14.0,11513.76,10869.633566433571,0.0,90.0,0.0
438024576768.0,14.0,11513.76,10869.633566433571,0.0,90.0,0.0
438024577024.0,14.0,11513.76,10869.633566433571,0.0,89.0,0.0
438024577280.0,14.0,11513.76,10869.633566433571,0.0,89.0,0.0
438024577536.0,14.0,11513.76,10869.633566433571,0.015625,90.0,0.0
438024577792.0,14.0,11301.28,10669.040559440566,0.0,90.0,0.0
438024578048.0,14.0,11301.28,10669.040559440566,0.015625,90.0,0.0
438024578304.0,14.0,11301.28,10669.040559440566,0.0,90.0,0.0
438024578560.0,14.0,11301.28,10669.040559440566,0.0,90.0,0.0
438024578816.0,14.0,10119.36,9553.241958041965,0.0,90.0,0.0
438024579072.0,14.0,10119.36,9553.241958041965,0.0,89.0,0.0
438024579328.0,14.0,10119.36,9553.241958041965,0.0,89.0,0.0
438024579584.0,14.0,10119.36,9553.241958041965,0.0,88.0,0.0
438024579840.0,14.0,10531.04,9941.890909090916,0.0,88.0,0.0
438024580096.0,14.0,10531.04,9941.890909090916,0.0,89.0,0.0
438024580352.0,14.0,10531.04,9941.890909090916,0.0,89.0,0.0
438024580608.0,14.0,10531.04,9941.890909090916,0.0,88.0,0.0
438024580864.0,14.0,10531.04,9941.890909090916,0.0,89.0,0.0
438024581120.0,14.0,10212.32,9641.001398601404,0.0,89.0,0.0
438024581376.0,14.0,10212.32,9641.001398601404,0.0,90.0,0.0
438024581632.0,14.0,10212.32,9641.001398601404,0.015625,91.0,0.0
438024581888.0,14.0,10212.32,9641.001398601404,0.0,92.0,0.0
438024582144.0,14.0,10013.12,9452.94545454546,0.0,91.0,0.0
438024582400.0,14.0,10013.12,9452.94545454546,0.0,91.0,0.0
438024582656.0,14.0,10013.12,9452.94545454546,0.0,90.0,0.0
438024582912.0,14.0,10013.12,9452.94545454546,0.0,90.0,0.0
438024583168.0,14.0,9720.96,9177.130069930074,0.0,90.0,0.0
438024583424.0,14.0,9720.96,9177.130069930074,0.0,89.0,0.0
438024583680.0,14.0,9720.96,9177.130069930074,0.0,89.0,0.0
438024583936.0,14.0,9720.96,9177.130069930074,0.0,89.0,0.0
438024584192.0,14.0,9123.36,8612.962237762242,0.0,89.0,0.0
438024584448.0,14.0,9123.36,8612.962237762242,0.0,87.0,0.0
438024584704.0,14.0,9123.36,8612.962237762242,0.0,87.0,0.0
438024584960.0,14.0,9123.36,8612.962237762242,0.0,88.0,0.0
438024585216.0,14.0,9601.44,9064.296503496507,0.015625,88.0,0.0
438024585472.0,14.0,9601.44,9064.296503496507,0.0,87.0,0.0
438024585728.0,14.0,9601.44,9064.296503496507,0.0,87.0,0.0
438024585984.0,15.0,9601.44,9064.296503496507,0.0,87.0,0.0
438024586240.0,15.0,10292.0,9716.223776223782,0.0,88.0,0.0
438024586496.0,15.0,10292.0,9716.223776223782,0.0,88.0,0.0
438024586752.0,14.0,10292.0,9716.223776223782,0.0,87.0,0.0
438024587008.0,14.0,10292.0,9716.223776223782,0.0,87.0,0.0
438024587264.0,14.0,11088.8,10468.447552447558,0.0,88.0,0.0
438024587520.0,14.0,11088.8,10468.447552447558,0.0,87.0,0.0
438024587776.0,14.0,11088.8,10468.447552447558,0.0,87.0,0.0
438024588032.0,14.0,11088.8,10468.447552447558,0.0,87.0,0.0
438024588288.0,14.0,11659.84,11007.541258741265,0.015625,88.0,0.0
438024588544.0,14.0,11659.84,11007.541258741265,0.0,88.0,0.0
438024588800.0,14.0,11659.84,11007.541258741265,0.0,88.0,0.0
438024589056.0,14.0,11659.84,11007.541258741265,0.015625,87.0,0.0
438024589312.0,14.0,11075.52,10455.910489510496,0.0,88.0,0.0
438024589568.0,14.0,11075.52,10455.910489510496,0.0,87.0,0.0
438024589824.0,14.0,11075.52,10455.910489510496,0.0,85.0,0.0
438024590080.0,14.0,11075.52,10455.910489510496,0.0,85.0,0.0
438024590336.0,14.0,11075.52,10455.910489510496,0.0,84.0,0.0
438024590592.0,14.0,10916.16,10305.46573426574,0.0,84.0,0.0
438024590848.0,14.0,10916.16,10305.46573426574,0.0,83.0,0.0
438024591104.0,14.0,10916.16,10305.46573426574,0.0,81.0,0.0
438024591360.0,14.0,10916.16,10305.46573426574,0.0,81.0,0.0
438024591616.0,14.0,10849.76,10242.780419580427,0.0,81.0,0.0
438024591872.0,14.0,10849.76,10242.780419580427,0.0,80.0,0.0
438024592128.0,14.0,10849.76,10242.780419580427,0.0,79.0,0.0
438024592384.0,14.0,10849.76,10242.780419580427,0.015625,79.0,0.0
438024592640.0,14.0,10849.76,10242.780419580427,0.0,79.0,0.0
438024592896.0,14.0,10278.72,9703.686713286716,0.0,79.0,0.0
