Time [s/256],Respiration Rate (rpm),Breathing Volume (liters/min),Adjusted Breathing Volume (liters/min),Activity (g),Heart Rate (bpm),Stress Levels
434594370304.0,22.0,23479.04,19210.12363636364,0.0,97.0,1.0
434594370560.0,21.0,23479.04,19210.12363636364,0.0,96.0,1.0
434594370816.0,21.0,23479.04,19210.12363636364,0.0,96.0,1.0
434594371072.0,21.0,20464.48,16743.66545454546,0.0,95.0,1.0
434594371328.0,21.0,20464.48,16743.66545454546,0.0,95.0,1.0
434594371584.0,20.0,20464.48,16743.66545454546,0.01953125,95.0,1.0
434594371840.0,20.0,16706.239999999998,13668.741818181825,0.015625,95.0,1.0
434594372096.0,19.0,16706.239999999998,13668.741818181825,0.02734375,95.0,1.0
434594372352.0,19.0,16706.239999999998,13668.741818181825,0.05859375,96.0,1.0
434594372608.0,19.0,15099.36,12354.021818181824,0.0234375,96.0,1.0
434594372864.0,19.0,15099.36,12354.021818181824,0.0234375,96.0,1.0
434594373120.0,19.0,15099.36,12354.021818181824,0.01953125,96.0,1.0
434594373376.0,18.0,14833.759999999998,12136.712727272732,0.0,96.0,1.0
434594373632.0,18.0,14833.759999999998,12136.712727272732,0.01953125,97.0,1.0
434594373888.0,18.0,14833.759999999998,12136.712727272732,0.015625,97.0,1.0
434594374144.0,18.0,15789.92,12919.02545454546,0.015625,97.0,1.0
434594374400.0,18.0,15789.92,12919.02545454546,0.0,98.0,1.0
434594374656.0,18.0,15789.92,12919.02545454546,0.0,98.0,1.0
434594374912.0,19.0,15789.92,12919.02545454546,0.0,98.0,1.0
434594375168.0,18.0,15205.6,12440.94545454546,0.0,98.0,1.0
434594375424.0,18.0,15205.6,12440.94545454546,0.0,97.0,1.0
434594375680.0,18.0,15205.6,12440.94545454546,0.0,97.0,1.0
434594375936.0,18.0,14382.24,11767.28727272728,0.0,96.0,1.0
434594376192.0,18.0,14382.24,11767.28727272728,0.0,95.0,1.0
434594376448.0,18.0,14382.24,11767.28727272728,0.0,95.0,1.0
434594376704.0,18.0,14382.24,11767.28727272728,0.0,94.0,1.0
434594376960.0,18.0,14382.24,11767.28727272728,0.0,93.0,1.0
434594377216.0,18.0,14501.759999999998,11865.07636363637,0.0,92.0,1.0
434594377472.0,18.0,14501.759999999998,11865.07636363637,0.0,92.0,1.0
434594377728.0,18.0,14501.759999999998,11865.07636363637,0.0,91.0,1.0
434594377984.0,17.0,14501.759999999998,11865.07636363637,0.0,91.0,1.0
434594378240.0,17.0,14501.759999999998,11865.07636363637,0.0,90.0,1.0
434594378496.0,17.0,14501.759999999998,11865.07636363637,0.015625,90.0,1.0
434594378752.0,17.0,17064.8,13962.109090909096,0.0,90.0,1.0
434594379008.0,16.0,17064.8,13962.109090909096,0.0,90.0,1.0
434594379264.0,15.0,17064.8,13962.109090909096,0.0,89.0,1.0
434594379520.0,15.0,17064.8,13962.109090909096,0.0,89.0,1.0
434594379776.0,15.0,17064.8,13962.109090909096,0.0,88.0,1.0
434594380032.0,15.0,17064.8,13962.109090909096,0.0,89.0,1.0
434594380288.0,15.0,17064.8,13962.109090909096,0.01953125,89.0,1.0
434594380544.0,15.0,17064.8,13962.109090909096,0.015625,88.0,1.0
434594380800.0,15.0,17064.8,13962.109090909096,0.0234375,88.0,1.0
434594381056.0,15.0,17064.8,13962.109090909096,0.0,88.0,1.0
434594381312.0,15.0,17064.8,13962.109090909096,0.0,88.0,1.0
434594381568.0,15.0,15272.0,12495.272727272732,0.0,88.0,1.0
434594381824.0,13.0,15272.0,12495.272727272732,0.0,91.0,1.0
434594382080.0,12.0,15272.0,12495.272727272732,0.0,91.0,1.0
434594382336.0,12.0,15272.0,12495.272727272732,0.0,91.0,1.0
434594382592.0,12.0,15272.0,12495.272727272732,0.0,91.0,1.0
434594382848.0,12.0,13452.64,11006.70545454546,0.0,91.0,1.0
434594383104.0,12.0,13452.64,11006.70545454546,0.0,91.0,1.0
434594383360.0,11.0,13452.64,11006.70545454546,0.0,91.0,1.0
434594383616.0,11.0,13452.64,11006.70545454546,0.0,91.0,1.0
434594383872.0,11.0,11673.12,9550.734545454548,0.0,91.0,1.0
434594384128.0,11.0,11673.12,9550.734545454548,0.01953125,91.0,1.0
434594384384.0,11.0,11673.12,9550.734545454548,0.02734375,91.0,1.0
434594384640.0,11.0,11673.12,9550.734545454548,0.0,91.0,1.0
434594384896.0,11.0,12815.2,10485.16363636364,0.015625,111.0,1.0
434594385152.0,11.0,12815.2,10485.16363636364,0.015625,111.0,1.0
434594385408.0,11.0,12815.2,10485.16363636364,0.0,71.0,1.0
434594385664.0,11.0,12815.2,10485.16363636364,0.0,71.0,1.0
434594385920.0,11.0,12523.04,10246.123636363642,0.0,77.0,1.0
434594386176.0,11.0,12523.04,10246.123636363642,0.0,77.0,1.0
434594386432.0,11.0,12523.04,10246.123636363642,0.01953125,65.0,1.0
434594386688.0,11.0,12523.04,10246.123636363642,0.015625,73.0,1.0
434594386944.0,11.0,13426.08,10984.97454545455,0.0,77.0,1.0
434594387200.0,11.0,13426.08,10984.97454545455,0.0,77.0,1.0
434594387456.0,11.0,13426.08,10984.97454545455,0.0,77.0,1.0
434594387712.0,11.0,11394.24,9322.560000000003,0.0,77.0,1.0
434594387968.0,12.0,11394.24,9322.560000000003,0.0,72.0,1.0
434594388224.0,12.0,11394.24,9322.560000000003,0.0,72.0,1.0
434594388480.0,12.0,11394.24,9322.560000000003,0.0,71.0,1.0
434594388736.0,13.0,12642.56,10343.912727272733,0.0,72.0,1.0
434594388992.0,14.0,12642.56,10343.912727272733,0.0,80.0,1.0
434594389248.0,15.0,12642.56,10343.912727272733,0.0,80.0,1.0
434594389504.0,15.0,12642.56,10343.912727272733,0.0,83.0,1.0
434594389760.0,15.0,14036.96,11484.785454545456,0.0,86.0,1.0
434594390016.0,15.0,14036.96,11484.785454545456,0.0,85.0,1.0
434594390272.0,15.0,14036.96,11484.785454545456,0.0,85.0,1.0
434594390528.0,16.0,14833.759999999998,12136.712727272732,0.0,91.0,1.0
434594390784.0,16.0,14833.759999999998,12136.712727272732,0.0,91.0,1.0
434594391040.0,16.0,14833.759999999998,12136.712727272732,0.015625,91.0,1.0
434594391296.0,16.0,13731.52,11234.880000000005,0.0,90.0,1.0
434594391552.0,16.0,13731.52,11234.880000000005,0.0,90.0,1.0
434594391808.0,16.0,13731.52,11234.880000000005,0.0,91.0,1.0
434594392064.0,17.0,13731.52,11234.880000000005,0.0,94.0,1.0
434594392320.0,17.0,13731.52,11234.880000000005,0.0,101.0,1.0
434594392576.0,17.0,13731.52,11234.880000000005,0.0,105.0,1.0
434594392832.0,16.0,13731.52,11234.880000000005,0.0,103.0,1.0
434594393088.0,16.0,13731.52,11234.880000000005,0.0,96.0,1.0
434594393344.0,16.0,12376.96,10126.60363636364,0.0,95.0,1.0
434594393600.0,16.0,12376.96,10126.60363636364,0.0,94.0,1.0
434594393856.0,16.0,12376.96,10126.60363636364,0.0,93.0,1.0
434594394112.0,16.0,12376.96,10126.60363636364,0.0,101.0,1.0
434594394368.0,16.0,12031.68,9844.101818181822,0.015625,101.0,1.0
434594394624.0,16.0,12031.68,9844.101818181822,0.01953125,94.0,1.0
434594394880.0,16.0,12031.68,9844.101818181822,0.015625,98.0,1.0
434594395136.0,16.0,12031.68,9844.101818181822,0.0,95.0,1.0
434594395392.0,16.0,12031.68,9844.101818181822,0.015625,95.0,1.0
434594395648.0,16.0,12031.68,9844.101818181822,0.0,95.0,1.0
434594395904.0,16.0,12602.72,10311.316363636368,0.0,95.0,1.0
434594396160.0,15.0,12602.72,10311.316363636368,0.0,96.0,1.0
434594396416.0,15.0,12602.72,10311.316363636368,0.0,96.0,1.0
434594396672.0,15.0,12602.72,10311.316363636368,0.0,96.0,1.0
434594396928.0,15.0,12602.72,10311.316363636368,0.0,96.0,1.0
434594397184.0,15.0,12602.72,10311.316363636368,0.0,96.0,1.0
434594397440.0,15.0,12602.72,10311.316363636368,0.0,96.0,1.0
434594397696.0,15.0,12297.28,10061.410909090911,0.0,96.0,1.0
434594397952.0,15.0,12297.28,10061.410909090911,0.015625,96.0,1.0
434594398208.0,15.0,12297.28,10061.410909090911,0.015625,96.0,1.0
434594398464.0,15.0,12602.72,10311.316363636368,0.0,98.0,1.0
434594398720.0,15.0,12602.72,10311.316363636368,0.01953125,98.0,1.0
434594398976.0,15.0,12602.72,10311.316363636368,0.015625,101.0,1.0
434594399232.0,15.0,14700.96,12028.058181818184,0.0,100.0,1.0
434594399488.0,15.0,14700.96,12028.058181818184,0.0,98.0,1.0
434594399744.0,15.0,14700.96,12028.058181818184,0.0,97.0,1.0
434594400000.0,15.0,14700.96,12028.058181818184,0.0,96.0,1.0
434594400256.0,15.0,14714.24,12038.92363636364,0.0,95.0,1.0
434594400512.0,15.0,14714.24,12038.92363636364,0.015625,95.0,1.0
434594400768.0,15.0,14714.24,12038.92363636364,0.01953125,95.0,1.0
434594401024.0,16.0,14714.24,12038.92363636364,0.015625,95.0,1.0
434594401280.0,16.0,14554.88,11908.538181818183,0.0,95.0,1.0
434594401536.0,16.0,14554.88,11908.538181818183,0.0,95.0,1.0
434594401792.0,16.0,14554.88,11908.538181818183,0.015625,95.0,1.0
434594402048.0,16.0,14036.96,11484.785454545456,0.0,95.0,1.0
434594402304.0,17.0,14036.96,11484.785454545456,0.0,95.0,1.0
434594402560.0,17.0,14036.96,11484.785454545456,0.0,95.0,1.0
434594402816.0,17.0,14036.96,11484.785454545456,0.0,95.0,1.0
434594403072.0,17.0,14023.679999999998,11473.920000000006,0.0,93.0,1.0
434594403328.0,17.0,14023.679999999998,11473.920000000006,0.0,93.0,1.0
434594403584.0,17.0,14023.679999999998,11473.920000000006,0.0,92.0,1.0
434594403840.0,17.0,14023.679999999998,11473.920000000006,0.0,91.0,1.0
434594404096.0,17.0,14023.679999999998,11473.920000000006,0.015625,91.0,1.0
434594404352.0,17.0,14023.679999999998,11473.920000000006,0.015625,91.0,1.0
434594404608.0,17.0,16918.719999999998,13842.589090909096,0.0,91.0,1.0
434594404864.0,16.0,16918.719999999998,13842.589090909096,0.0,91.0,1.0
434594405120.0,16.0,16918.719999999998,13842.589090909096,0.0,91.0,1.0
434594405376.0,15.0,16918.719999999998,13842.589090909096,0.02734375,91.0,1.0
434594405632.0,15.0,16918.719999999998,13842.589090909096,0.0234375,89.0,1.0
434594405888.0,15.0,16918.719999999998,13842.589090909096,0.015625,88.0,1.0
434594406144.0,16.0,16918.719999999998,13842.589090909096,0.015625,88.0,1.0
434594406400.0,16.0,16918.719999999998,13842.589090909096,0.0,88.0,1.0
434594406656.0,15.0,14461.92,11832.480000000003,0.0,88.0,1.0
434594406912.0,14.0,14461.92,11832.480000000003,0.0,88.0,1.0
434594407168.0,13.0,14461.92,11832.480000000003,0.0,88.0,1.0
434594407424.0,13.0,14461.92,11832.480000000003,0.015625,91.0,1.0
434594407680.0,13.0,14461.92,11832.480000000003,0.01953125,92.0,1.0
434594407936.0,13.0,12722.24,10409.10545454546,0.01953125,95.0,1.0
434594408192.0,13.0,12722.24,10409.10545454546,0.015625,94.0,1.0
434594408448.0,13.0,12722.24,10409.10545454546,0.0,94.0,1.0
434594408704.0,12.0,13744.8,11245.745454545458,0.0,93.0,1.0
434594408960.0,13.0,13744.8,11245.745454545458,0.0,92.0,1.0
434594409216.0,13.0,13744.8,11245.745454545458,0.0,91.0,1.0
434594409472.0,13.0,13744.8,11245.745454545458,0.0,91.0,1.0
434594409728.0,13.0,13744.8,11245.745454545458,0.0,90.0,1.0
434594409984.0,13.0,13107.36,10724.20363636364,0.015625,91.0,1.0
434594410240.0,12.0,13107.36,10724.20363636364,0.015625,91.0,1.0
434594410496.0,12.0,13107.36,10724.20363636364,0.015625,91.0,1.0
434594410752.0,12.0,13107.36,10724.20363636364,0.015625,91.0,1.0
434594411008.0,12.0,13107.36,10724.20363636364,0.0,91.0,1.0
434594411264.0,12.0,13758.08,11256.610909090912,0.0,91.0,1.0
434594411520.0,12.0,13758.08,11256.610909090912,0.0,92.0,1.0
434594411776.0,12.0,13758.08,11256.610909090912,0.0234375,92.0,1.0
434594412032.0,12.0,13758.08,11256.610909090912,0.01953125,93.0,1.0
434594412288.0,12.0,13758.08,11256.610909090912,0.03125,93.0,1.0
434594412544.0,12.0,13758.08,11256.610909090912,0.0,93.0,1.0
434594412800.0,12.0,13758.08,11256.610909090912,0.0,93.0,1.0
434594413056.0,12.0,13758.08,11256.610909090912,0.0,93.0,1.0
434594413312.0,12.0,13758.08,11256.610909090912,0.0,93.0,1.0
434594413568.0,11.0,13240.16,10832.858181818185,0.0,93.0,1.0
434594413824.0,11.0,13240.16,10832.858181818185,0.0,93.0,1.0
434594414080.0,10.0,13240.16,10832.858181818185,0.0,93.0,1.0
434594414336.0,10.0,13240.16,10832.858181818185,0.0,93.0,1.0
434594414592.0,10.0,13240.16,10832.858181818185,0.0,93.0,1.0
434594414848.0,10.0,10982.56,8985.730909090911,0.0,93.0,1.0
434594415104.0,10.0,10982.56,8985.730909090911,0.0,93.0,1.0
434594415360.0,10.0,10982.56,8985.730909090911,0.0,93.0,1.0
434594415616.0,11.0,10982.56,8985.730909090911,0.0,93.0,1.0
434594415872.0,11.0,11845.76,9691.985454545458,0.0,93.0,1.0
434594416128.0,11.0,11845.76,9691.985454545458,0.0,93.0,1.0
434594416384.0,11.0,11845.76,9691.985454545458,0.0,84.0,1.0
434594416640.0,12.0,11739.52,9605.06181818182,0.0,84.0,1.0
434594416896.0,12.0,11739.52,9605.06181818182,0.0,84.0,1.0
434594417152.0,12.0,11739.52,9605.06181818182,0.0,84.0,1.0
434594417408.0,12.0,11739.52,9605.06181818182,0.0,84.0,1.0
434594417664.0,12.0,12204.32,9985.35272727273,0.0,84.0,1.0
434594417920.0,12.0,12204.32,9985.35272727273,0.0,84.0,1.0
434594418176.0,12.0,12204.32,9985.35272727273,0.0,95.0,1.0
434594418432.0,12.0,12204.32,9985.35272727273,0.0234375,95.0,1.0
434594418688.0,12.0,12204.32,9985.35272727273,0.01953125,94.0,1.0
434594418944.0,12.0,11925.44,9757.178181818184,0.0,93.0,1.0
434594419200.0,12.0,11925.44,9757.178181818184,0.015625,93.0,1.0
434594419456.0,12.0,11925.44,9757.178181818184,0.015625,95.0,1.0
434594419712.0,12.0,11925.44,9757.178181818184,0.015625,96.0,1.0
434594419968.0,12.0,11925.44,9757.178181818184,0.015625,96.0,1.0
434594420224.0,12.0,11566.88,9463.810909090913,0.0,97.0,1.0
434594420480.0,12.0,11566.88,9463.810909090913,0.0,97.0,1.0
434594420736.0,12.0,11566.88,9463.810909090913,0.0,98.0,1.0
434594420992.0,12.0,11566.88,9463.810909090913,0.0,97.0,1.0
434594421248.0,12.0,12044.96,9854.967272727275,0.0,97.0,1.0
434594421504.0,13.0,12044.96,9854.967272727275,0.0,98.0,1.0
434594421760.0,14.0,12044.96,9854.967272727275,0.0,98.0,1.0
434594422016.0,14.0,12616.0,10322.181818181823,0.0,98.0,1.0
434594422272.0,14.0,12616.0,10322.181818181823,0.015625,97.0,1.0
434594422528.0,15.0,12616.0,10322.181818181823,0.0234375,96.0,1.0
434594422784.0,15.0,12616.0,10322.181818181823,0.015625,96.0,1.0
434594423040.0,15.0,14528.32,11886.807272727276,0.0,96.0,1.0
434594423296.0,15.0,14528.32,11886.807272727276,0.0,95.0,1.0
434594423552.0,15.0,14528.32,11886.807272727276,0.0,94.0,1.0
434594423808.0,15.0,14528.32,11886.807272727276,0.0,93.0,1.0
434594424064.0,15.0,13970.56,11430.458181818183,0.0,92.0,1.0
434594424320.0,15.0,13970.56,11430.458181818183,0.0,91.0,1.0
434594424576.0,15.0,13970.56,11430.458181818183,0.0,91.0,1.0
434594424832.0,14.0,13970.56,11430.458181818183,0.0,90.0,1.0
434594425088.0,14.0,12270.72,10039.680000000004,0.0,90.0,1.0
434594425344.0,14.0,12270.72,10039.680000000004,0.0,89.0,1.0
434594425600.0,15.0,12270.72,10039.680000000004,0.0,89.0,1.0
434594425856.0,15.0,12270.72,10039.680000000004,0.0,90.0,1.0
434594426112.0,15.0,12788.64,10463.43272727273,0.0,90.0,1.0
434594426368.0,15.0,12788.64,10463.43272727273,0.0,90.0,1.0
434594426624.0,15.0,12788.64,10463.43272727273,0.0,89.0,1.0
434594426880.0,15.0,12788.64,10463.43272727273,0.015625,89.0,1.0
434594427136.0,15.0,11805.92,9659.389090909095,0.0,89.0,1.0
434594427392.0,15.0,11805.92,9659.389090909095,0.0,88.0,1.0
434594427648.0,15.0,11805.92,9659.389090909095,0.01953125,88.0,1.0
434594427904.0,16.0,11699.68,9572.465454545458,0.0,88.0,1.0
434594428160.0,16.0,11699.68,9572.465454545458,0.0,87.0,1.0
434594428416.0,16.0,11699.68,9572.465454545458,0.0,88.0,1.0
434594428672.0,16.0,11965.28,9789.77454545455,0.0,88.0,1.0
434594428928.0,16.0,11965.28,9789.77454545455,0.0,88.0,1.0
434594429184.0,16.0,11965.28,9789.77454545455,0.0,88.0,1.0
434594429440.0,16.0,11965.28,9789.77454545455,0.0,89.0,1.0
434594429696.0,16.0,10119.36,8279.476363636366,0.0,90.0,1.0
434594429952.0,16.0,10119.36,8279.476363636366,0.0,91.0,1.0
434594430208.0,16.0,10119.36,8279.476363636366,0.0,91.0,1.0
434594430464.0,16.0,11155.2,9126.98181818182,0.0,92.0,1.0
434594430720.0,16.0,11155.2,9126.98181818182,0.0,92.0,1.0
434594430976.0,16.0,11155.2,9126.98181818182,0.0,92.0,1.0
434594431232.0,17.0,11155.2,9126.98181818182,0.0,92.0,1.0
434594431488.0,17.0,11726.24,9594.196363636367,0.0,92.0,1.0
434594431744.0,17.0,11726.24,9594.196363636367,0.0,93.0,1.0
434594432000.0,17.0,11726.24,9594.196363636367,0.0,93.0,1.0
434594432256.0,17.0,13001.12,10637.280000000002,0.015625,93.0,1.0
434594432512.0,17.0,13001.12,10637.280000000002,0.015625,93.0,1.0
434594432768.0,18.0,13001.12,10637.280000000002,0.0,93.0,1.0
434594433024.0,18.0,14302.56,11702.094545454547,0.0,93.0,1.0
434594433280.0,18.0,14302.56,11702.094545454547,0.0,92.0,1.0
434594433536.0,18.0,14302.56,11702.094545454547,0.015625,91.0,1.0
434594433792.0,18.0,14568.16,11919.40363636364,0.0,91.0,1.0
434594434048.0,18.0,14568.16,11919.40363636364,0.0,91.0,1.0
434594434304.0,18.0,14568.16,11919.40363636364,0.0,91.0,1.0
434594434560.0,18.0,14568.16,11919.40363636364,0.015625,90.0,1.0
434594434816.0,18.0,14568.16,11919.40363636364,0.0,90.0,1.0
434594435072.0,18.0,18738.08,15331.156363636368,0.015625,92.0,1.0
434594435328.0,18.0,18738.08,15331.156363636368,0.015625,91.0,1.0
434594435584.0,17.0,18738.08,15331.156363636368,0.01953125,87.0,1.0
434594435840.0,17.0,18738.08,15331.156363636368,0.0,87.0,1.0
434594436096.0,17.0,18738.08,15331.156363636368,0.0,86.0,1.0
434594436352.0,17.0,18738.08,15331.156363636368,0.0,86.0,1.0
434594436608.0,17.0,18738.08,15331.156363636368,0.0,87.0,1.0
434594436864.0,17.0,18738.08,15331.156363636368,0.0,88.0,1.0
434594437120.0,17.0,15975.839999999998,13071.141818181824,0.0,89.0,1.0
434594437376.0,15.0,15975.839999999998,13071.141818181824,0.0,89.0,1.0
434594437632.0,14.0,15975.839999999998,13071.141818181824,0.0,90.0,1.0
434594437888.0,14.0,15975.839999999998,13071.141818181824,0.0,89.0,1.0
434594438144.0,14.0,15975.839999999998,13071.141818181824,0.0,89.0,1.0
434594438400.0,14.0,14594.72,11941.13454545455,0.0,89.0,1.0
434594438656.0,14.0,14594.72,11941.13454545455,0.0,89.0,1.0
434594438912.0,13.0,14594.72,11941.13454545455,0.0,88.0,1.0
434594439168.0,13.0,14594.72,11941.13454545455,0.0,90.0,1.0
434594439424.0,13.0,14594.72,11941.13454545455,0.0,89.0,1.0
434594439680.0,13.0,14594.72,11941.13454545455,0.015625,89.0,1.0
434594439936.0,13.0,13718.24,11224.014545454547,0.0,88.0,1.0
434594440192.0,13.0,13718.24,11224.014545454547,0.0,88.0,1.0
434594440448.0,13.0,13718.24,11224.014545454547,0.015625,88.0,1.0
434594440704.0,12.0,13718.24,11224.014545454547,0.015625,88.0,1.0
434594440960.0,12.0,13346.4,10919.781818181822,0.0,88.0,1.0
434594441216.0,12.0,13346.4,10919.781818181822,0.0,88.0,1.0
434594441472.0,12.0,13346.4,10919.781818181822,0.0,87.0,1.0
434594441728.0,12.0,13346.4,10919.781818181822,0.0,87.0,1.0
434594441984.0,12.0,13346.4,10919.781818181822,0.0,87.0,1.0
434594442240.0,12.0,13346.4,10919.781818181822,0.0,87.0,1.0
434594442496.0,12.0,12602.72,10311.316363636368,0.0,88.0,1.0
434594442752.0,12.0,12602.72,10311.316363636368,0.0,88.0,1.0
434594443008.0,12.0,12602.72,10311.316363636368,0.0,88.0,1.0
434594443264.0,11.0,12602.72,10311.316363636368,0.0,88.0,1.0
434594443520.0,11.0,12204.32,9985.35272727273,0.0,89.0,1.0
434594443776.0,11.0,12204.32,9985.35272727273,0.0,86.0,1.0
434594444032.0,11.0,12204.32,9985.35272727273,0.0,84.0,1.0
434594444288.0,11.0,12204.32,9985.35272727273,0.0,84.0,1.0
434594444544.0,11.0,9853.76,8062.167272727275,0.0,84.0,1.0
434594444800.0,11.0,9853.76,8062.167272727275,0.01953125,84.0,1.0
434594445056.0,11.0,9853.76,8062.167272727275,0.015625,84.0,1.0
434594445312.0,11.0,9853.76,8062.167272727275,0.0,92.0,1.0
434594445568.0,11.0,9853.76,8062.167272727275,0.0234375,92.0,1.0
434594445824.0,11.0,11566.88,9463.810909090913,0.0,96.0,1.0
434594446080.0,12.0,11566.88,9463.810909090913,0.0,95.0,1.0
434594446336.0,12.0,11566.88,9463.810909090913,0.0,94.0,1.0
434594446592.0,13.0,11566.88,9463.810909090913,0.0,94.0,1.0
434594446848.0,13.0,12204.32,9985.35272727273,0.0,95.0,1.0
434594447104.0,13.0,12204.32,9985.35272727273,0.0,95.0,1.0
434594447360.0,13.0,12204.32,9985.35272727273,0.0,95.0,1.0
434594447616.0,13.0,12204.32,9985.35272727273,0.0,95.0,1.0
434594447872.0,13.0,13001.12,10637.280000000002,0.0,95.0,1.0
434594448128.0,13.0,13001.12,10637.280000000002,0.01953125,95.0,1.0
434594448384.0,14.0,13001.12,10637.280000000002,0.0,95.0,1.0
